时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-04-15 00:00:00,-41.5,-75.6,-75.6,3,0.0
2026-04-15 00:05:00,-44.8,-219.6,-174.6,4,0.017
2026-04-15 00:10:00,-45.0,-443.4,-398.5,6,0.033
2026-04-15 00:15:00,-44.8,-389.7,-344.7,7,0.05
2026-04-15 00:20:00,-45.1,-310.8,-266.0,8,0.066
2026-04-15 00:25:00,-44.9,-252.6,-207.7,10,0.083
2026-04-15 00:30:00,-45.0,-179.7,-134.6,11,0.1
2026-04-15 00:35:00,-44.9,-98.1,-53.3,12,0.116
2026-04-15 00:40:00,-45.0,-52.5,-7.5,14,0.133
2026-04-15 00:45:00,-44.8,-51.9,-7.1,15,0.15
2026-04-15 00:50:00,-44.9,-51.6,-6.6,16,0.166
2026-04-15 00:55:00,-45.1,-51.0,-5.9,18,0.183
2026-04-15 01:00:00,-44.9,-50.4,-5.5,19,0.199
2026-04-15 01:05:00,-44.9,-51.3,-6.3,20,0.216
2026-04-15 01:10:00,-45.0,-51.3,-6.3,21,0.233
2026-04-15 01:15:00,-44.9,-91.5,-46.6,22,0.249
2026-04-15 01:20:00,-45.0,-88.8,-43.8,24,0.266
2026-04-15 01:25:00,-45.0,-84.3,-39.4,25,0.283
2026-04-15 01:30:00,-44.9,-80.4,-35.4,26,0.299
2026-04-15 01:35:00,-45.1,-80.4,-35.4,27,0.316
2026-04-15 01:40:00,-44.9,-183.0,-138.0,28,0.332
2026-04-15 01:45:00,-44.7,-181.8,-136.8,30,0.349
2026-04-15 01:50:00,-44.9,-178.5,-133.5,31,0.366
2026-04-15 01:55:00,-44.9,-254.7,-209.8,32,0.382
2026-04-15 02:00:00,-45.0,-210.0,-165.0,33,0.399
2026-04-15 02:05:00,-45.0,-190.2,-145.2,34,0.415
2026-04-15 02:10:00,-44.9,-149.7,-104.8,36,0.432
2026-04-15 02:15:00,-44.9,-133.5,-88.5,37,0.449
2026-04-15 02:20:00,-44.9,-138.0,-93.0,38,0.465
2026-04-15 02:25:00,-45.0,-117.6,-72.6,39,0.482
2026-04-15 02:30:00,-45.0,-117.9,-72.9,40,0.499
2026-04-15 02:35:00,-45.0,-87.9,-42.9,42,0.515
2026-04-15 02:40:00,-45.1,-126.3,-81.4,43,0.532
2026-04-15 02:45:00,-45.1,-132.6,-87.7,44,0.548
2026-04-15 02:50:00,-45.0,-138.9,-94.0,45,0.565
2026-04-15 02:55:00,-45.0,-117.3,-72.4,46,0.582
2026-04-15 03:00:00,-45.0,-93.3,-48.3,48,0.598
2026-04-15 03:05:00,-45.0,-91.5,-46.5,49,0.615
2026-04-15 03:10:00,-45.0,-83.1,-38.1,50,0.632
2026-04-15 03:15:00,-45.0,-72.6,-27.7,51,0.648
2026-04-15 03:20:00,-44.9,-61.5,-16.4,52,0.665
2026-04-15 03:25:00,-44.9,-134.7,-89.8,54,0.681
2026-04-15 03:30:00,-44.9,-135.9,-90.9,55,0.698
2026-04-15 03:35:00,-45.0,-131.7,-86.7,56,0.715
2026-04-15 03:40:00,-45.0,-124.5,-79.5,57,0.731
2026-04-15 03:45:00,-44.8,-97.5,-52.6,58,0.748
2026-04-15 03:50:00,-45.0,-94.2,-49.2,60,0.765
2026-04-15 03:55:00,-44.9,-81.0,-36.1,61,0.781
2026-04-15 04:00:00,-45.0,-82.2,-37.1,62,0.798
2026-04-15 04:05:00,-44.9,-71.4,-26.4,63,0.814
2026-04-15 04:10:00,-44.9,-132.6,-87.6,64,0.831
2026-04-15 04:15:00,-45.0,-132.0,-87.3,66,0.848
2026-04-15 04:20:00,-45.1,-126.0,-80.9,67,0.864
2026-04-15 04:25:00,-45.0,-108.9,-63.8,68,0.881
2026-04-15 04:30:00,-44.9,-98.1,-53.0,69,0.897
2026-04-15 04:35:00,-45.0,-98.4,-53.5,70,0.914
2026-04-15 04:40:00,-44.9,-99.3,-54.4,72,0.931
2026-04-15 04:45:00,-44.9,-83.1,-38.2,73,0.947
2026-04-15 04:50:00,-45.1,-50.4,-5.5,74,0.964
2026-04-15 04:55:00,-45.0,-50.1,-5.2,75,0.981
2026-04-15 05:00:00,-44.9,-51.0,-6.1,76,0.997
2026-04-15 05:05:00,-45.0,-50.4,-5.5,78,1.014
2026-04-15 05:10:00,-45.0,-88.5,-43.4,79,1.03
2026-04-15 05:15:00,-44.9,-87.9,-42.9,80,1.047
2026-04-15 05:20:00,-45.0,-86.7,-41.7,81,1.064
2026-04-15 05:25:00,-44.9,-84.9,-39.9,82,1.08
2026-04-15 05:30:00,-44.8,-84.6,-39.7,84,1.081
2026-04-15 05:35:00,-44.9,-88.5,-43.4,85,0.721
2026-04-15 05:40:00,-44.8,-188.4,-143.4,86,0.721
2026-04-15 05:45:00,-45.1,-269.4,-224.5,87,0.768
2026-04-15 05:50:00,-45.0,-266.7,-221.7,88,0.793
2026-04-15 05:55:00,-45.0,-240.3,-195.3,89,1.081
2026-04-15 06:00:00,-44.9,-218.1,-173.1,90,2.573
2026-04-15 06:05:00,-44.9,-179.7,-134.7,92,3.895
2026-04-15 06:10:00,-45.1,-247.8,-202.8,93,5.938
2026-04-15 06:15:00,-44.8,-229.8,-184.9,94,8.291
2026-04-15 06:20:00,0.0,-77.7,-77.7,98,10.454
2026-04-15 06:25:00,0.0,-66.9,-66.9,98,13.323
2026-04-15 06:30:00,0.0,-55.5,-55.5,98,16.636
2026-04-15 06:35:00,0.0,-138.3,-138.3,98,20.121
2026-04-15 06:40:00,0.0,-113.7,-113.7,98,23.607
2026-04-15 06:45:00,0.0,-298.5,-298.5,98,26.787
2026-04-15 06:50:00,0.0,-292.8,-292.8,98,31.234
2026-04-15 06:55:00,0.0,-247.8,-247.8,98,35.144
2026-04-15 07:00:00,0.0,-244.8,-244.8,98,39.351
2026-04-15 07:05:00,0.0,-175.8,-175.8,98,44.154
2026-04-15 07:10:00,0.0,-144.0,-144.0,98,49.384
2026-04-15 07:15:00,0.0,-157.8,-157.8,98,54.913
2026-04-15 07:20:00,0.0,-108.0,-108.0,98,60.502
2026-04-15 07:25:00,0.0,-84.9,-84.9,98,66.333
2026-04-15 07:30:00,0.0,-111.9,-111.9,98,72.221
2026-04-15 07:35:00,0.0,-120.6,-120.6,98,77.75
2026-04-15 07:40:00,0.0,-113.1,-113.1,98,84.182
2026-04-15 07:45:00,0.0,-88.8,-88.8,98,90.249
2026-04-15 07:50:00,0.0,-76.2,-76.2,98,96.195
2026-04-15 07:55:00,0.0,-59.1,-59.1,98,101.658
2026-04-15 08:00:00,93.2,-7.5,-100.7,98,107.327
2026-04-15 08:05:00,124.8,-25.2,-150.0,94,114.528
2026-04-15 08:10:00,78.6,-4.5,-83.5,91,120.951
2026-04-15 08:15:00,54.6,-3.3,-57.5,89,127.321
2026-04-15 08:20:00,1.8,-3.3,-5.1,88,133.843
2026-04-15 08:25:00,13.4,-6.9,-20.9,88,140.798
2026-04-15 08:30:00,-26.0,-5.4,20.6,88,147.649
2026-04-15 08:35:00,-58.0,-8.7,49.3,90,152.848
2026-04-15 08:40:00,12.8,-7.5,-20.3,92,159.91
2026-04-15 08:45:00,-104.9,-12.0,93.0,93,168.924
2026-04-15 08:50:00,-101.1,23.7,124.8,96,175.776
2026-04-15 08:55:00,0.0,126.6,126.6,98,182.241
2026-04-15 09:00:00,0.0,89.7,89.7,98,186.734
2026-04-15 09:05:00,0.0,61.5,61.5,98,192.004
2026-04-15 09:10:00,0.0,6.9,6.9,98,199.186
2026-04-15 09:15:00,100.7,-7.8,-108.6,96,206.637
2026-04-15 09:20:00,117.9,-9.0,-126.6,93,212.546
2026-04-15 09:25:00,-56.9,-5.4,51.5,92,218.491
2026-04-15 09:30:00,-89.6,-8.7,80.9,94,225.101
2026-04-15 09:35:00,-82.5,-7.5,75.1,97,233.112
2026-04-15 09:40:00,0.0,100.5,100.5,98,238.284
2026-04-15 09:45:00,0.0,134.4,134.4,98,243.771
2026-04-15 09:50:00,0.0,56.4,56.4,98,249.38
2026-04-15 09:55:00,0.0,36.9,36.9,98,253.425
2026-04-15 10:00:00,0.0,104.4,104.4,98,257.832
2026-04-15 10:05:00,0.0,132.9,132.9,98,261.242
2026-04-15 10:10:00,0.0,151.2,151.2,98,267.17
2026-04-15 10:15:00,0.0,174.9,174.9,98,272.975
2026-04-15 10:20:00,0.0,147.0,147.0,98,276.136
2026-04-15 10:25:00,0.0,111.6,111.6,98,280.667
2026-04-15 10:30:00,0.0,170.4,170.4,98,283.878
2026-04-15 10:35:00,0.0,163.2,163.2,98,290.815
2026-04-15 10:40:00,0.0,192.0,192.0,98,296.891
2026-04-15 10:45:00,0.0,195.9,195.9,98,298.574
2026-04-15 10:50:00,0.0,151.8,151.8,98,304.864
2026-04-15 10:55:00,0.0,159.0,159.0,98,308.999
2026-04-15 11:00:00,0.0,203.4,203.4,98,311.914
2026-04-15 11:05:00,0.0,225.3,225.3,98,317.864
2026-04-15 11:10:00,0.0,226.2,226.2,98,319.096
2026-04-15 11:15:00,0.0,259.8,259.8,98,323.904
2026-04-15 11:20:00,0.0,225.6,225.6,98,326.937
2026-04-15 11:25:00,0.0,224.7,224.7,98,327.686
2026-04-15 11:30:00,0.0,182.4,182.4,98,327.325
2026-04-15 11:35:00,0.0,124.2,124.2,98,330.544
2026-04-15 11:40:00,124.8,-140.7,-265.5,95,335.979
2026-04-15 11:45:00,102.3,-0.6,-101.7,91,328.575
2026-04-15 11:50:00,89.8,3.9,-85.5,89,282.549
2026-04-15 11:55:00,18.9,-4.8,-23.5,88,333.821
2026-04-15 12:00:00,84.7,-4.2,-89.2,88,339.484
2026-04-15 12:05:00,119.5,-5.1,-124.6,86,339.561
2026-04-15 12:10:00,27.7,-11.7,-39.4,84,342.105
2026-04-15 12:15:00,-130.8,5.7,136.6,85,338.24
2026-04-15 12:20:00,46.5,-8.1,-54.6,88,343.148
2026-04-15 12:25:00,124.9,-50.7,-175.7,85,343.187
2026-04-15 12:30:00,78.9,-2.1,-81.0,82,344.01
2026-04-15 12:35:00,93.2,-7.5,-100.5,79,340.68
2026-04-15 12:40:00,-41.4,-33.9,7.6,78,337.195
2026-04-15 12:45:00,7.8,-18.6,-26.4,77,334.687
2026-04-15 12:50:00,7.3,-6.0,-13.3,76,309.74
2026-04-15 12:55:00,125.0,-138.9,-264.2,75,187.759
2026-04-15 13:00:00,30.9,-23.1,-54.0,72,260.636
2026-04-15 13:05:00,38.8,-41.1,-80.0,72,315.395
2026-04-15 13:10:00,-3.6,0.0,3.5,72,215.908
2026-04-15 13:15:00,109.9,-4.5,-114.5,70,212.37
2026-04-15 13:20:00,27.2,-5.1,-32.1,70,311.11
2026-04-15 13:25:00,124.9,-13.8,-138.8,67,294.633
2026-04-15 13:30:00,88.8,-7.8,-96.6,64,188.876
2026-04-15 13:35:00,124.8,-71.1,-196.1,61,141.015
2026-04-15 13:40:00,97.7,-8.4,-105.9,57,163.936
2026-04-15 13:45:00,-77.8,-6.9,70.8,56,280.789
2026-04-15 13:50:00,-29.8,-7.8,22.1,58,253.883
2026-04-15 13:55:00,9.8,-6.9,-16.8,58,191.098
2026-04-15 14:00:00,-130.9,-6.6,124.3,60,264.745
2026-04-15 14:05:00,-130.9,36.3,167.1,64,263.992
2026-04-15 14:10:00,-120.5,-18.3,102.2,67,189.694
2026-04-15 14:15:00,-85.1,-28.2,56.9,69,138.354
2026-04-15 14:20:00,38.7,-4.5,-43.3,69,89.817
2026-04-15 14:25:00,71.8,-10.5,-82.3,68,77.505
2026-04-15 14:30:00,55.6,-14.4,-69.8,65,104.611
2026-04-15 14:35:00,-88.8,2.1,91.0,65,209.791
2026-04-15 14:40:00,99.7,-18.3,-118.0,65,160.9
2026-04-15 14:45:00,100.0,-53.1,-153.3,62,118.838
2026-04-15 14:50:00,100.0,-62.4,-162.4,59,100.934
2026-04-15 14:55:00,52.4,-10.8,-63.2,56,98.538
2026-04-15 15:00:00,-14.0,-7.8,6.1,56,113.562
2026-04-15 15:05:00,47.0,-1.5,-48.5,55,111.067
2026-04-15 15:10:00,124.8,-7.5,-132.4,55,147.72
2026-04-15 15:15:00,125.0,-49.5,-174.5,51,153.084
2026-04-15 15:20:00,53.7,-5.4,-59.1,48,142.765
2026-04-15 15:25:00,9.4,-4.5,-13.9,48,155.996
2026-04-15 15:30:00,-32.5,-10.8,21.7,48,165.659
2026-04-15 15:35:00,51.0,-6.9,-57.9,48,136.663
2026-04-15 15:40:00,11.7,-6.0,-17.2,48,172.363
2026-04-15 15:45:00,48.9,-8.1,-57.4,47,138.865
2026-04-15 15:50:00,-2.9,-4.2,-1.2,47,151.092
2026-04-15 15:55:00,-39.7,-12.6,27.3,48,151.626
2026-04-15 16:00:00,15.2,-3.6,-18.9,49,144.426
2026-04-15 16:05:00,17.3,-13.8,-31.1,49,139.847
2026-04-15 16:10:00,51.0,-5.4,-56.4,49,131.074
2026-04-15 16:15:00,100.8,-20.1,-121.0,47,126.0
2026-04-15 16:20:00,125.0,-42.6,-167.5,44,116.664
2026-04-15 16:25:00,125.3,-107.4,-232.5,40,80.156
2026-04-15 16:30:00,98.1,-6.9,-105.2,36,97.872
2026-04-15 16:35:00,124.6,-31.8,-157.1,33,102.724
2026-04-15 16:40:00,124.6,-21.0,-145.6,30,95.481
2026-04-15 16:45:00,124.5,-32.1,-157.2,27,89.127
2026-04-15 16:50:00,125.0,-65.7,-190.5,23,83.616
2026-04-15 16:55:00,97.9,-5.4,-103.1,20,79.151
2026-04-15 17:00:00,82.8,-6.0,-88.8,17,74.843
2026-04-15 17:05:00,82.4,-6.6,-88.7,14,68.415
2026-04-15 17:10:00,60.7,2.1,-58.6,12,59.32
2026-04-15 17:15:00,62.9,-1.5,-64.3,10,52.851
2026-04-15 17:20:00,60.2,-9.3,-68.3,8,47.563
2026-04-15 17:25:00,68.8,-1.8,-70.6,5,41.652
2026-04-15 17:30:00,0.0,-122.4,-122.4,3,36.844
2026-04-15 17:35:00,0.0,-89.4,-89.4,3,33.478
2026-04-15 17:40:00,0.0,-73.8,-73.8,3,30.833
2026-04-15 17:45:00,0.0,-76.8,-76.8,3,27.107
2026-04-15 17:50:00,0.0,-151.5,-151.5,3,23.767
2026-04-15 17:55:00,0.0,-192.0,-192.0,3,20.014
2026-04-15 18:00:00,0.0,-175.2,-175.2,3,16.075
2026-04-15 18:05:00,0.0,-189.6,-189.6,3,12.95
2026-04-15 18:10:00,0.0,-169.2,-169.2,3,10.454
2026-04-15 18:15:00,0.0,-111.6,-111.6,3,7.57
2026-04-15 18:20:00,0.0,-152.7,-152.7,3,5.738
2026-04-15 18:25:00,0.0,-185.1,-185.1,3,3.334
2026-04-15 18:30:00,0.0,-216.9,-216.9,3,2.163
2026-04-15 18:35:00,0.0,-202.8,-202.8,3,1.442
2026-04-15 18:40:00,0.0,-147.9,-147.9,3,1.081
2026-04-15 18:45:00,0.0,-148.5,-148.5,3,1.081
2026-04-15 18:50:00,0.0,-180.9,-180.9,3,1.081
2026-04-15 18:55:00,0.0,-262.2,-262.2,3,1.081
2026-04-15 19:00:00,0.0,-293.1,-293.1,3,1.081
2026-04-15 19:05:00,0.0,-319.8,-319.8,3,1.081
2026-04-15 19:10:00,0.0,-193.8,-193.8,3,1.081
2026-04-15 19:15:00,0.0,-401.1,-401.1,3,1.081
2026-04-15 19:20:00,0.0,-539.1,-539.1,3,1.081
2026-04-15 19:25:00,0.0,-328.8,-328.8,3,1.081
2026-04-15 19:30:00,0.0,-294.3,-294.3,3,1.081
2026-04-15 19:35:00,0.0,-304.8,-304.8,3,1.081
2026-04-15 19:40:00,0.0,-272.1,-272.1,3,1.081
2026-04-15 19:45:00,0.0,-81.6,-81.6,3,1.081
2026-04-15 19:50:00,0.0,-105.9,-105.9,3,1.081
2026-04-15 19:55:00,0.0,-130.2,-130.2,3,1.081
2026-04-15 20:00:00,0.0,-127.2,-127.2,3,1.081
2026-04-15 20:05:00,0.0,-251.1,-251.1,3,1.081
2026-04-15 20:10:00,0.0,-201.3,-201.3,3,1.081
2026-04-15 20:15:00,0.0,-96.6,-96.6,3,1.081
2026-04-15 20:20:00,0.0,-87.3,-87.3,3,1.081
2026-04-15 20:25:00,0.0,-91.8,-91.8,3,1.081
2026-04-15 20:30:00,0.0,-73.8,-73.8,3,1.081
2026-04-15 20:35:00,0.0,-63.3,-63.3,3,1.081
2026-04-15 20:40:00,0.0,-127.5,-127.5,3,1.081
2026-04-15 20:45:00,0.0,-170.7,-170.7,3,1.081
2026-04-15 20:50:00,0.0,-165.9,-165.9,3,1.081
2026-04-15 20:55:00,0.0,-169.2,-169.2,3,1.081
2026-04-15 21:00:00,0.0,-96.6,-96.6,3,1.081
2026-04-15 21:05:00,0.0,-78.0,-78.0,3,1.081
2026-04-15 21:10:00,0.0,-60.0,-60.0,3,1.081
2026-04-15 21:15:00,0.0,-48.0,-48.0,3,1.081
2026-04-15 21:20:00,0.0,-48.9,-48.9,3,1.081
2026-04-15 21:25:00,0.0,-67.5,-67.5,3,1.081
2026-04-15 21:30:00,0.0,-21.9,-21.9,3,1.081
2026-04-15 21:35:00,0.0,-8.4,-8.4,3,1.081
2026-04-15 21:40:00,0.0,-8.1,-8.1,3,1.053
2026-04-15 21:45:00,0.0,-8.4,-8.4,3,1.015
2026-04-15 21:50:00,0.0,-8.7,-8.7,3,0.978
2026-04-15 21:55:00,0.0,-9.0,-9.0,3,0.94
2026-04-15 22:00:00,0.0,-7.5,-7.5,3,0.902
2026-04-15 22:05:00,0.0,-7.2,-7.2,3,0.865
2026-04-15 22:10:00,0.0,-7.5,-7.5,3,0.827
2026-04-15 22:15:00,0.0,-31.2,-31.2,3,0.79
2026-04-15 22:20:00,0.0,-71.7,-71.7,3,0.752
2026-04-15 22:25:00,0.0,-134.7,-134.7,3,0.714
2026-04-15 22:30:00,0.0,-125.1,-125.1,3,0.677
2026-04-15 22:35:00,0.0,-162.0,-162.0,3,0.639
2026-04-15 22:40:00,0.0,-142.8,-142.8,3,0.602
2026-04-15 22:45:00,0.0,-78.9,-78.9,3,0.564
2026-04-15 22:50:00,0.0,-63.9,-63.9,3,0.526
2026-04-15 22:55:00,0.0,-25.8,-25.8,3,0.489
2026-04-15 23:00:00,0.0,-173.4,-173.4,3,0.451
2026-04-15 23:05:00,0.0,-163.5,-163.5,3,0.414
2026-04-15 23:10:00,0.0,-188.7,-188.7,3,0.376
2026-04-15 23:15:00,0.0,-81.6,-81.6,3,0.338
2026-04-15 23:20:00,0.0,-71.7,-71.7,3,0.301
2026-04-15 23:25:00,0.0,-168.3,-168.3,3,0.263
2026-04-15 23:30:00,0.0,-164.1,-164.1,3,0.226
2026-04-15 23:35:00,0.0,-92.7,-92.7,3,0.188
2026-04-15 23:40:00,0.0,-69.9,-69.9,3,0.15
2026-04-15 23:45:00,0.0,-153.3,-153.3,3,0.113
2026-04-15 23:50:00,0.0,-229.8,-229.8,3,0.075
2026-04-15 23:55:00,0.0,-177.3,-177.3,3,0.038
