时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-04-18 00:00:00,-45.4,-63.3,-17.9,3,0.0
2026-04-18 00:05:00,-44.9,-341.4,-296.4,4,0.007
2026-04-18 00:10:00,-44.9,-621.9,-576.9,6,0.013
2026-04-18 00:15:00,-44.8,-600.6,-555.6,7,0.02
2026-04-18 00:20:00,-45.0,-435.0,-390.0,8,0.027
2026-04-18 00:25:00,-45.0,-377.1,-332.3,10,0.033
2026-04-18 00:30:00,-44.9,-256.2,-211.2,11,0.04
2026-04-18 00:35:00,-45.0,-190.5,-145.5,12,0.047
2026-04-18 00:40:00,-45.0,-199.2,-154.2,14,0.053
2026-04-18 00:45:00,-44.8,-193.2,-148.2,15,0.06
2026-04-18 00:50:00,-45.0,-189.6,-144.7,16,0.067
2026-04-18 00:55:00,-45.0,-278.1,-233.1,18,0.073
2026-04-18 01:00:00,-45.1,-217.2,-172.2,19,0.08
2026-04-18 01:05:00,-45.0,-175.8,-130.9,20,0.087
2026-04-18 01:10:00,-44.9,-182.4,-137.4,21,0.093
2026-04-18 01:15:00,-45.0,-120.0,-75.0,22,0.1
2026-04-18 01:20:00,-44.9,-108.0,-63.1,24,0.107
2026-04-18 01:25:00,-44.9,-105.6,-60.6,25,0.113
2026-04-18 01:30:00,-44.9,-76.8,-31.7,26,0.12
2026-04-18 01:35:00,-45.0,-76.2,-31.3,27,0.127
2026-04-18 01:40:00,-44.9,-64.2,-19.3,28,0.133
2026-04-18 01:45:00,-45.0,-63.0,-18.1,30,0.14
2026-04-18 01:50:00,-45.0,-151.8,-106.8,31,0.147
2026-04-18 01:55:00,-45.1,-147.9,-102.9,32,0.153
2026-04-18 02:00:00,-45.0,-117.6,-72.7,33,0.16
2026-04-18 02:05:00,-44.9,-117.9,-73.0,34,0.167
2026-04-18 02:10:00,-45.0,-168.3,-123.2,36,0.173
2026-04-18 02:15:00,-44.9,-168.6,-123.7,37,0.18
2026-04-18 02:20:00,-44.9,-165.0,-120.0,38,0.187
2026-04-18 02:25:00,-44.9,-155.4,-110.4,39,0.193
2026-04-18 02:30:00,-45.0,-210.9,-165.9,40,0.2
2026-04-18 02:35:00,-44.9,-161.7,-116.7,42,0.207
2026-04-18 02:40:00,-44.9,-131.4,-86.6,43,0.213
2026-04-18 02:45:00,-45.0,-116.1,-71.3,44,0.22
2026-04-18 02:50:00,-45.1,-91.5,-46.4,45,0.227
2026-04-18 02:55:00,-45.1,-86.1,-41.3,46,0.233
2026-04-18 03:00:00,-45.1,-80.1,-35.0,48,0.24
2026-04-18 03:05:00,-45.0,-74.1,-29.1,49,0.247
2026-04-18 03:10:00,-45.0,-152.4,-107.4,50,0.253
2026-04-18 03:15:00,-44.9,-150.0,-105.1,51,0.26
2026-04-18 03:20:00,-44.9,-131.4,-86.3,52,0.267
2026-04-18 03:25:00,-44.9,-150.3,-105.3,54,0.273
2026-04-18 03:30:00,-44.8,-137.4,-92.5,55,0.28
2026-04-18 03:35:00,-45.0,-133.5,-88.6,56,0.287
2026-04-18 03:40:00,-45.0,-92.7,-47.8,57,0.293
2026-04-18 03:45:00,-44.9,-83.1,-38.2,58,0.3
2026-04-18 03:50:00,-45.0,-83.1,-38.1,60,0.307
2026-04-18 03:55:00,-45.0,-82.8,-37.8,61,0.313
2026-04-18 04:00:00,-44.9,-157.5,-112.5,62,0.32
2026-04-18 04:05:00,-44.9,-158.4,-113.4,63,0.327
2026-04-18 04:10:00,-45.0,-138.3,-93.3,64,0.333
2026-04-18 04:15:00,-45.0,-131.7,-86.7,66,0.34
2026-04-18 04:20:00,-44.9,-102.9,-58.0,67,0.347
2026-04-18 04:25:00,-45.0,-79.8,-34.7,68,0.353
2026-04-18 04:30:00,-44.9,-80.4,-35.5,69,0.36
2026-04-18 04:35:00,-45.1,-81.0,-36.1,70,0.367
2026-04-18 04:40:00,-45.0,-66.3,-21.3,72,0.373
2026-04-18 04:45:00,-44.9,-51.3,-6.3,73,0.38
2026-04-18 04:50:00,-45.0,-50.1,-5.1,74,0.387
2026-04-18 04:55:00,-45.0,-50.4,-5.6,75,0.393
2026-04-18 05:00:00,-44.8,-50.7,-5.9,76,0.4
2026-04-18 05:05:00,-45.0,-50.4,-5.3,78,0.407
2026-04-18 05:10:00,-44.9,-50.4,-5.4,79,0.413
2026-04-18 05:15:00,-44.9,-50.7,-5.7,80,0.42
2026-04-18 05:20:00,-44.8,-51.0,-6.1,81,0.427
